Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2020T4	30.202.102
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2020T3	26.978.026
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2020T2	6.661.682
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2020T1	4.853.365
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2019T4	48.432.726
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2019T3	40.755.222
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2019T2	17.302.825
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2019T1	6.490.369
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2018T4	49.201.247
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2018T3	42.363.514
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2018T2	17.255.109
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2018T1	5.674.745
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2017T4	51.457.136
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2017T3	44.296.054
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2017T2	16.468.631
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2017T1	5.378.170
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2016T4	53.958.089
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2016T3	46.789.686
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2016T2	16.915.042
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2016T1	7.826.103
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2015T4	49.829.206
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2015T3	42.178.596
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2015T2	14.139.522
16 País Vasco	Pernoctaciones	Acumulado en lo que va de año	2015T1	4.237.739
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2023T4	6,3
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2023T3	6,3
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2023T2	5,5
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2023T1	3,9
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2022T4	6,2
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2022T3	6,2
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2022T2	5,8
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2022T1	4
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2021T4	6,4
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2021T3	6,5
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2021T2	4,2
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2021T1	3,3
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2020T4	6,1
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2020T3	6,3
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2020T2	4,9
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2020T1	4,8
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2019T4	6,1
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2019T3	6,1
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2019T2	6
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2019T1	5
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2018T4	6,2
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2018T3	6,3
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2018T2	6,1
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2018T1	4,5
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2017T4	6,4
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2017T3	6,6
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2017T2	6,1
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2017T1	4,7
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2016T4	6,9
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2016T3	7,2
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2016T2	6,4
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2016T1	5,7
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2015T4	6,6
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2015T3	6,7
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2015T2	5,5
16 País Vasco	Pernoctaciones	Distribución porcentual del acumulado	2015T1	4
16 País Vasco	Pernoctaciones	Variación anual	2023T4	22,42
16 País Vasco	Pernoctaciones	Variación anual	2023T3	9,27
16 País Vasco	Pernoctaciones	Variación anual	2023T2	0,72
16 País Vasco	Pernoctaciones	Variación anual	2023T1	13,11
16 País Vasco	Pernoctaciones	Variación anual	2022T4	7,76
16 País Vasco	Pernoctaciones	Variación anual	2022T3	-10,82
16 País Vasco	Pernoctaciones	Variación anual	2022T2	131,9
16 País Vasco	Pernoctaciones	Variación anual	2022T1	139,72
16 País Vasco	Pernoctaciones	Variación anual	2021T4	107,87
16 País Vasco	Pernoctaciones	Variación anual	2021T3	32,75
16 País Vasco	Pernoctaciones	Variación anual	2021T2	151,1
16 País Vasco	Pernoctaciones	Variación anual	2021T1	-65
16 País Vasco	Pernoctaciones	Variación anual	2020T4	-58,01
16 País Vasco	Pernoctaciones	Variación anual	2020T3	-13,37
16 País Vasco	Pernoctaciones	Variación anual	2020T2	-83,28
16 País Vasco	Pernoctaciones	Variación anual	2020T1	-25,22
16 País Vasco	Pernoctaciones	Variación anual	2019T4	12,28
16 País Vasco	Pernoctaciones	Variación anual	2019T3	-6,6
16 País Vasco	Pernoctaciones	Variación anual	2019T2	-6,63
16 País Vasco	Pernoctaciones	Variación anual	2019T1	14,37
16 País Vasco	Pernoctaciones	Variación anual	2018T4	-4,52
16 País Vasco	Pernoctaciones	Variación anual	2018T3	-9,77
16 País Vasco	Pernoctaciones	Variación anual	2018T2	4,42
16 País Vasco	Pernoctaciones	Variación anual	2018T1	5,51
16 País Vasco	Pernoctaciones	Variación anual	2017T4	-0,1
16 País Vasco	Pernoctaciones	Variación anual	2017T3	-6,85
16 País Vasco	Pernoctaciones	Variación anual	2017T2	22,02
16 País Vasco	Pernoctaciones	Variación anual	2017T1	-31,28
16 País Vasco	Pernoctaciones	Variación anual	2016T4	-6,3
16 País Vasco	Pernoctaciones	Variación anual	2016T3	6,55
16 País Vasco	Pernoctaciones	Variación anual	2016T2	-8,21
16 País Vasco	Pernoctaciones	Variación anual	2016T1	84,68
16 País Vasco	Pernoctaciones	Variación anual	2015T4	""
16 País Vasco	Pernoctaciones	Variación anual	2015T3	""
16 País Vasco	Pernoctaciones	Variación anual	2015T2	""
16 País Vasco	Pernoctaciones	Variación anual	2015T1	""
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	9,72
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	7,34
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	4,17
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	13,11
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	14,94
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	16,39
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	134,03
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	139,72
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	32,15
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	23,1
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	-6,34
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-65
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-37,64
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-33,8
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-61,5
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-25,22
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-1,56
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-3,8
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	0,28
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	14,37
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	-4,38
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	-4,36
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	4,78
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	5,51
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	-4,63
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	-5,33
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	-2,64
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-31,28
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	8,29
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	10,93
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	19,63
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	84,68
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
16 País Vasco	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
16 País Vasco	Gasto total	Valor absoluto	2023T4	826.687,32
16 País Vasco	Gasto total	Valor absoluto	2023T3	1.419.260,45
16 País Vasco	Gasto total	Valor absoluto	2023T2	841.575,06
16 País Vasco	Gasto total	Valor absoluto	2023T1	407.821,85
16 País Vasco	Gasto total	Valor absoluto	2022T4	612.117,63
16 País Vasco	Gasto total	Valor absoluto	2022T3	1.182.455,9
16 País Vasco	Gasto total	Valor absoluto	2022T2	768.263,52
16 País Vasco	Gasto total	Valor absoluto	2022T1	326.412,51
16 País Vasco	Gasto total	Valor absoluto	2021T4	479.034,01
16 País Vasco	Gasto total	Valor absoluto	2021T3	1.111.449,74
16 País Vasco	Gasto total	Valor absoluto	2021T2	250.230,32
16 País Vasco	Gasto total	Valor absoluto	2021T1	79.436,96
16 País Vasco	Gasto total	Valor absoluto	2020T4	124.992,47
16 País Vasco	Gasto total	Valor absoluto	2020T3	775.387,8
16 País Vasco	Gasto total	Valor absoluto	2020T2	45.813,74
16 País Vasco	Gasto total	Valor absoluto	2020T1	308.481,37
16 País Vasco	Gasto total	Valor absoluto	2019T4	501.703,19
16 País Vasco	Gasto total	Valor absoluto	2019T3	1.031.477,66
16 País Vasco	Gasto total	Valor absoluto	2019T2	743.461,11
16 País Vasco	Gasto total	Valor absoluto	2019T1	411.684,82
16 País Vasco	Gasto total	Valor absoluto	2018T4	440.290,24
16 País Vasco	Gasto total	Valor absoluto	2018T3	1.106.810,88
16 País Vasco	Gasto total	Valor absoluto	2018T2	750.048,28
16 País Vasco	Gasto total	Valor absoluto	2018T1	397.286,57
16 País Vasco	Gasto total	Valor absoluto	2017T4	499.706,55
16 País Vasco	Gasto total	Valor absoluto	2017T3	1.178.458,28
16 País Vasco	Gasto total	Valor absoluto	2017T2	709.848,93
16 País Vasco	Gasto total	Valor absoluto	2017T1	432.406,19
16 País Vasco	Gasto total	Valor absoluto	2016T4	476.937,47
16 País Vasco	Gasto total	Valor absoluto	2016T3	1.098.948,6
16 País Vasco	Gasto total	Valor absoluto	2016T2	573.582,63
16 País Vasco	Gasto total	Valor absoluto	2016T1	449.063,52
16 País Vasco	Gasto total	Valor absoluto	2015T4	407.712,19
16 País Vasco	Gasto total	Valor absoluto	2015T3	1.170.351,93
16 País Vasco	Gasto total	Valor absoluto	2015T2	630.943,12
16 País Vasco	Gasto total	Valor absoluto	2015T1	241.648,42
16 País Vasco	Gasto total	Distribución porcentual	2023T4	6,6
16 País Vasco	Gasto total	Distribución porcentual	2023T3	6
16 País Vasco	Gasto total	Distribución porcentual	2023T2	6,3
16 País Vasco	Gasto total	Distribución porcentual	2023T1	4,4
16 País Vasco	Gasto total	Distribución porcentual	2022T4	5,8
16 País Vasco	Gasto total	Distribución porcentual	2022T3	5,6
16 País Vasco	Gasto total	Distribución porcentual	2022T2	6,6
16 País Vasco	Gasto total	Distribución porcentual	2022T1	4,6
16 País Vasco	Gasto total	Distribución porcentual	2021T4	5,9
16 País Vasco	Gasto total	Distribución porcentual	2021T3	6,6
16 País Vasco	Gasto total	Distribución porcentual	2021T2	4,6
16 País Vasco	Gasto total	Distribución porcentual	2021T1	3,5
16 País Vasco	Gasto total	Distribución porcentual	2020T4	4,7
16 País Vasco	Gasto total	Distribución porcentual	2020T3	7,2
16 País Vasco	Gasto total	Distribución porcentual	2020T2	3,6
16 País Vasco	Gasto total	Distribución porcentual	2020T1	4,8
16 País Vasco	Gasto total	Distribución porcentual	2019T4	5,6
16 País Vasco	Gasto total	Distribución porcentual	2019T3	5,3
16 País Vasco	Gasto total	Distribución porcentual	2019T2	6,5
16 País Vasco	Gasto total	Distribución porcentual	2019T1	4,9
16 País Vasco	Gasto total	Distribución porcentual	2018T4	4,9
16 País Vasco	Gasto total	Distribución porcentual	2018T3	5,8
16 País Vasco	Gasto total	Distribución porcentual	2018T2	6,8
16 País Vasco	Gasto total	Distribución porcentual	2018T1	5
16 País Vasco	Gasto total	Distribución porcentual	2017T4	5,8
16 País Vasco	Gasto total	Distribución porcentual	2017T3	6,5
16 País Vasco	Gasto total	Distribución porcentual	2017T2	6,9
16 País Vasco	Gasto total	Distribución porcentual	2017T1	6
16 País Vasco	Gasto total	Distribución porcentual	2016T4	5,8
16 País Vasco	Gasto total	Distribución porcentual	2016T3	6,6
16 País Vasco	Gasto total	Distribución porcentual	2016T2	6,7
16 País Vasco	Gasto total	Distribución porcentual	2016T1	5,6
16 País Vasco	Gasto total	Distribución porcentual	2015T4	5,5
