Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
01 Andalucía	Pernoctaciones	Acumulado en lo que va de año	2015T3	90.619.820
01 Andalucía	Pernoctaciones	Acumulado en lo que va de año	2015T2	39.030.313
01 Andalucía	Pernoctaciones	Acumulado en lo que va de año	2015T1	16.535.582
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2023T4	14,5
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2023T3	14,4
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2023T2	15,1
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2023T1	18
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2022T4	13,5
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2022T3	13,5
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2022T2	13,3
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2022T1	15,4
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2021T4	14,4
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2021T3	14,5
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2021T2	14,8
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2021T1	14,6
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2020T4	14,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2020T3	14,4
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2020T2	16,3
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2020T1	16
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2019T4	14,5
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2019T3	14,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2019T2	14,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2019T1	16,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2018T4	14
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2018T3	14,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2018T2	14,6
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2018T1	15,7
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2017T4	13,9
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2017T3	13,9
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2017T2	14,7
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2017T1	15,2
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2016T4	14,8
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2016T3	14,7
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2016T2	14,8
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2016T1	13,6
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2015T4	14,7
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2015T3	14,4
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2015T2	15,3
01 Andalucía	Pernoctaciones	Distribución porcentual del acumulado	2015T1	15,8
01 Andalucía	Pernoctaciones	Variación anual	2023T4	27,4
01 Andalucía	Pernoctaciones	Variación anual	2023T3	6,34
01 Andalucía	Pernoctaciones	Variación anual	2023T2	16,1
01 Andalucía	Pernoctaciones	Variación anual	2023T1	33,91
01 Andalucía	Pernoctaciones	Variación anual	2022T4	3,2
01 Andalucía	Pernoctaciones	Variación anual	2022T3	-3,4
01 Andalucía	Pernoctaciones	Variación anual	2022T2	23,27
01 Andalucía	Pernoctaciones	Variación anual	2022T1	109,72
01 Andalucía	Pernoctaciones	Variación anual	2021T4	97,44
01 Andalucía	Pernoctaciones	Variación anual	2021T3	30,38
01 Andalucía	Pernoctaciones	Variación anual	2021T2	131,84
01 Andalucía	Pernoctaciones	Variación anual	2021T1	-53,04
01 Andalucía	Pernoctaciones	Variación anual	2020T4	-60,09
01 Andalucía	Pernoctaciones	Variación anual	2020T3	-26,03
01 Andalucía	Pernoctaciones	Variación anual	2020T2	-68,87
01 Andalucía	Pernoctaciones	Variación anual	2020T1	-23,2
01 Andalucía	Pernoctaciones	Variación anual	2019T4	22,05
01 Andalucía	Pernoctaciones	Variación anual	2019T3	0,05
01 Andalucía	Pernoctaciones	Variación anual	2019T2	-6,78
01 Andalucía	Pernoctaciones	Variación anual	2019T1	5,89
01 Andalucía	Pernoctaciones	Variación anual	2018T4	-2,06
01 Andalucía	Pernoctaciones	Variación anual	2018T3	-0,75
01 Andalucía	Pernoctaciones	Variación anual	2018T2	-4,5
01 Andalucía	Pernoctaciones	Variación anual	2018T1	12,86
01 Andalucía	Pernoctaciones	Variación anual	2017T4	-11,53
01 Andalucía	Pernoctaciones	Variación anual	2017T3	-4,61
01 Andalucía	Pernoctaciones	Variación anual	2017T2	10,36
01 Andalucía	Pernoctaciones	Variación anual	2017T1	-7,03
01 Andalucía	Pernoctaciones	Variación anual	2016T4	1,27
01 Andalucía	Pernoctaciones	Variación anual	2016T3	9,26
01 Andalucía	Pernoctaciones	Variación anual	2016T2	-9,29
01 Andalucía	Pernoctaciones	Variación anual	2016T1	13,94
01 Andalucía	Pernoctaciones	Variación anual	2015T4	""
01 Andalucía	Pernoctaciones	Variación anual	2015T3	""
01 Andalucía	Pernoctaciones	Variación anual	2015T2	""
01 Andalucía	Pernoctaciones	Variación anual	2015T1	""
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	15,99
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	13,66
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	24,48
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	33,91
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	11,59
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	13,47
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	52,91
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	109,72
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	28,26
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	18,93
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	-1,33
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-53,04
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-39,14
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-34,5
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-45,54
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-23,2
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	3,13
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-0,28
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	-0,71
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	5,89
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	0,43
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	0,89
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	3,1
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	12,86
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	-3,54
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	-1,89
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	2,01
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-7,03
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	4,76
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	5,51
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	0,55
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	13,94
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
01 Andalucía	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
01 Andalucía	Gasto total	Valor absoluto	2023T4	1.846.152,26
01 Andalucía	Gasto total	Valor absoluto	2023T3	3.162.695,93
01 Andalucía	Gasto total	Valor absoluto	2023T2	1.686.548,86
01 Andalucía	Gasto total	Valor absoluto	2023T1	1.553.131,52
01 Andalucía	Gasto total	Valor absoluto	2022T4	1.405.508,85
01 Andalucía	Gasto total	Valor absoluto	2022T3	2.741.284,29
01 Andalucía	Gasto total	Valor absoluto	2022T2	1.217.090,29
01 Andalucía	Gasto total	Valor absoluto	2022T1	981.402,93
01 Andalucía	Gasto total	Valor absoluto	2021T4	1.031.991,31
01 Andalucía	Gasto total	Valor absoluto	2021T3	2.323.590,09
01 Andalucía	Gasto total	Valor absoluto	2021T2	770.502,3
01 Andalucía	Gasto total	Valor absoluto	2021T1	314.559,95
01 Andalucía	Gasto total	Valor absoluto	2020T4	386.670,94
01 Andalucía	Gasto total	Valor absoluto	2020T3	1.396.183,22
01 Andalucía	Gasto total	Valor absoluto	2020T2	247.545,62
01 Andalucía	Gasto total	Valor absoluto	2020T1	1.008.514,79
01 Andalucía	Gasto total	Valor absoluto	2019T4	1.563.135,26
01 Andalucía	Gasto total	Valor absoluto	2019T3	2.479.371,23
01 Andalucía	Gasto total	Valor absoluto	2019T2	1.262.095,71
01 Andalucía	Gasto total	Valor absoluto	2019T1	1.219.750,79
01 Andalucía	Gasto total	Valor absoluto	2018T4	1.177.163,19
01 Andalucía	Gasto total	Valor absoluto	2018T3	2.532.974,77
01 Andalucía	Gasto total	Valor absoluto	2018T2	1.398.958,93
01 Andalucía	Gasto total	Valor absoluto	2018T1	1.196.066,42
01 Andalucía	Gasto total	Valor absoluto	2017T4	1.118.204,43
01 Andalucía	Gasto total	Valor absoluto	2017T3	2.323.781,23
01 Andalucía	Gasto total	Valor absoluto	2017T2	1.437.076,75
01 Andalucía	Gasto total	Valor absoluto	2017T1	985.284,9
01 Andalucía	Gasto total	Valor absoluto	2016T4	1.086.565,18
01 Andalucía	Gasto total	Valor absoluto	2016T3	2.205.535,09
01 Andalucía	Gasto total	Valor absoluto	2016T2	1.187.568,15
01 Andalucía	Gasto total	Valor absoluto	2016T1	1.050.674,61
01 Andalucía	Gasto total	Valor absoluto	2015T4	1.127.838,66
01 Andalucía	Gasto total	Valor absoluto	2015T3	2.068.686,14
01 Andalucía	Gasto total	Valor absoluto	2015T2	1.230.715,71
01 Andalucía	Gasto total	Valor absoluto	2015T1	874.322,31
01 Andalucía	Gasto total	Distribución porcentual	2023T4	14,7
01 Andalucía	Gasto total	Distribución porcentual	2023T3	13,4
01 Andalucía	Gasto total	Distribución porcentual	2023T2	12,6
01 Andalucía	Gasto total	Distribución porcentual	2023T1	16,7
01 Andalucía	Gasto total	Distribución porcentual	2022T4	13,3
01 Andalucía	Gasto total	Distribución porcentual	2022T3	13
01 Andalucía	Gasto total	Distribución porcentual	2022T2	10,4
01 Andalucía	Gasto total	Distribución porcentual	2022T1	13,9
01 Andalucía	Gasto total	Distribución porcentual	2021T4	12,7
01 Andalucía	Gasto total	Distribución porcentual	2021T3	13,9
01 Andalucía	Gasto total	Distribución porcentual	2021T2	14,3
01 Andalucía	Gasto total	Distribución porcentual	2021T1	13,9
01 Andalucía	Gasto total	Distribución porcentual	2020T4	14,6
01 Andalucía	Gasto total	Distribución porcentual	2020T3	12,9
01 Andalucía	Gasto total	Distribución porcentual	2020T2	19,6
01 Andalucía	Gasto total	Distribución porcentual	2020T1	15,7
01 Andalucía	Gasto total	Distribución porcentual	2019T4	17,3
01 Andalucía	Gasto total	Distribución porcentual	2019T3	12,8
01 Andalucía	Gasto total	Distribución porcentual	2019T2	11
01 Andalucía	Gasto total	Distribución porcentual	2019T1	14,7
01 Andalucía	Gasto total	Distribución porcentual	2018T4	13,2
01 Andalucía	Gasto total	Distribución porcentual	2018T3	13,4
01 Andalucía	Gasto total	Distribución porcentual	2018T2	12,6
01 Andalucía	Gasto total	Distribución porcentual	2018T1	15
01 Andalucía	Gasto total	Distribución porcentual	2017T4	13
01 Andalucía	Gasto total	Distribución porcentual	2017T3	12,8
01 Andalucía	Gasto total	Distribución porcentual	2017T2	14
01 Andalucía	Gasto total	Distribución porcentual	2017T1	13,8
01 Andalucía	Gasto total	Distribución porcentual	2016T4	13,3
01 Andalucía	Gasto total	Distribución porcentual	2016T3	13,2
01 Andalucía	Gasto total	Distribución porcentual	2016T2	14
01 Andalucía	Gasto total	Distribución porcentual	2016T1	13,1
01 Andalucía	Gasto total	Distribución porcentual	2015T4	15,3
01 Andalucía	Gasto total	Distribución porcentual	2015T3	13
01 Andalucía	Gasto total	Distribución porcentual	2015T2	13,7
01 Andalucía	Gasto total	Distribución porcentual	2015T1	15,3
01 Andalucía	Gasto total	Acumulado en lo que va de año	2023T4	8.248.528,57
01 Andalucía	Gasto total	Acumulado en lo que va de año	2023T3	6.402.376,31
01 Andalucía	Gasto total	Acumulado en lo que va de año	2023T2	3.239.680,38
01 Andalucía	Gasto total	Acumulado en lo que va de año	2023T1	1.553.131,52
01 Andalucía	Gasto total	Acumulado en lo que va de año	2022T4	6.345.286,36
01 Andalucía	Gasto total	Acumulado en lo que va de año	2022T3	4.939.777,51
01 Andalucía	Gasto total	Acumulado en lo que va de año	2022T2	2.198.493,22
01 Andalucía	Gasto total	Acumulado en lo que va de año	2022T1	981.402,93
01 Andalucía	Gasto total	Acumulado en lo que va de año	2021T4	4.440.643,65
01 Andalucía	Gasto total	Acumulado en lo que va de año	2021T3	3.408.652,34
01 Andalucía	Gasto total	Acumulado en lo que va de año	2021T2	1.085.062,25
01 Andalucía	Gasto total	Acumulado en lo que va de año	2021T1	314.559,95
01 Andalucía	Gasto total	Acumulado en lo que va de año	2020T4	3.038.914,56
01 Andalucía	Gasto total	Acumulado en lo que va de año	2020T3	2.652.243,63
01 Andalucía	Gasto total	Acumulado en lo que va de año	2020T2	1.256.060,41
01 Andalucía	Gasto total	Acumulado en lo que va de año	2020T1	1.008.514,79
01 Andalucía	Gasto total	Acumulado en lo que va de año	2019T4	6.524.353
01 Andalucía	Gasto total	Acumulado en lo que va de año	2019T3	4.961.217,74
01 Andalucía	Gasto total	Acumulado en lo que va de año	2019T2	2.481.846,51
01 Andalucía	Gasto total	Acumulado en lo que va de año	2019T1	1.219.750,79
01 Andalucía	Gasto total	Acumulado en lo que va de año	2018T4	6.305.163,3
01 Andalucía	Gasto total	Acumulado en lo que va de año	2018T3	5.128.000,11
01 Andalucía	Gasto total	Acumulado en lo que va de año	2018T2	2.595.025,34
01 Andalucía	Gasto total	Acumulado en lo que va de año	2018T1	1.196.066,42
01 Andalucía	Gasto total	Acumulado en lo que va de año	2017T4	5.864.347,3
01 Andalucía	Gasto total	Acumulado en lo que va de año	2017T3	4.746.142,87
01 Andalucía	Gasto total	Acumulado en lo que va de año	2017T2	2.422.361,64
01 Andalucía	Gasto total	Acumulado en lo que va de año	2017T1	985.284,9
01 Andalucía	Gasto total	Acumulado en lo que va de año	2016T4	5.530.343,03
01 Andalucía	Gasto total	Acumulado en lo que va de año	2016T3	4.443.777,85
01 Andalucía	Gasto total	Acumulado en lo que va de año	2016T2	2.238.242,76
01 Andalucía	Gasto total	Acumulado en lo que va de año	2016T1	1.050.674,61
01 Andalucía	Gasto total	Acumulado en lo que va de año	2015T4	5.301.562,82
01 Andalucía	Gasto total	Acumulado en lo que va de año	2015T3	4.173.724,16
01 Andalucía	Gasto total	Acumulado en lo que va de año	2015T2	2.105.038,02
01 Andalucía	Gasto total	Acumulado en lo que va de año	2015T1	874.322,31
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2023T4	14
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2023T3	13,9
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2023T2	14,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2023T1	16,7
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2022T4	12,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2022T3	12,4
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2022T2	11,8
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2022T1	13,9
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2021T4	13,7
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2021T3	14
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2021T2	14,2
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2021T1	13,9
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2020T4	14,4
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2020T3	14,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2020T2	16,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2020T1	15,7
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2019T4	13,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2019T3	12,7
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2019T2	12,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2019T1	14,7
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2018T4	13,4
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2018T3	13,5
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2018T2	13,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2018T1	15
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2017T4	13,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2017T3	13,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2017T2	13,9
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2017T1	13,8
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2016T4	13,4
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2016T3	13,4
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2016T2	13,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2016T1	13,1
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2015T4	14
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2015T3	13,6
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2015T2	14,3
01 Andalucía	Gasto total	Distribución porcentual del acumulado	2015T1	15,3
01 Andalucía	Gasto total	Variación anual	2023T4	31,35
01 Andalucía	Gasto total	Variación anual	2023T3	15,37
01 Andalucía	Gasto total	Variación anual	2023T2	38,57
01 Andalucía	Gasto total	Variación anual	2023T1	58,26
01 Andalucía	Gasto total	Variación anual	2022T4	36,19
01 Andalucía	Gasto total	Variación anual	2022T3	17,98
01 Andalucía	Gasto total	Variación anual	2022T2	57,96
01 Andalucía	Gasto total	Variación anual	2022T1	211,99
01 Andalucía	Gasto total	Variación anual	2021T4	166,89
01 Andalucía	Gasto total	Variación anual	2021T3	66,42
01 Andalucía	Gasto total	Variación anual	2021T2	211,26
01 Andalucía	Gasto total	Variación anual	2021T1	-68,81
01 Andalucía	Gasto total	Variación anual	2020T4	-75,26
01 Andalucía	Gasto total	Variación anual	2020T3	-43,69
01 Andalucía	Gasto total	Variación anual	2020T2	-80,39
01 Andalucía	Gasto total	Variación anual	2020T1	-17,32
01 Andalucía	Gasto total	Variación anual	2019T4	32,79
01 Andalucía	Gasto total	Variación anual	2019T3	-2,12
01 Andalucía	Gasto total	Variación anual	2019T2	-9,78
01 Andalucía	Gasto total	Variación anual	2019T1	1,98
01 Andalucía	Gasto total	Variación anual	2018T4	5,27
01 Andalucía	Gasto total	Variación anual	2018T3	9
01 Andalucía	Gasto total	Variación anual	2018T2	-2,65
01 Andalucía	Gasto total	Variación anual	2018T1	21,39
01 Andalucía	Gasto total	Variación anual	2017T4	2,91
01 Andalucía	Gasto total	Variación anual	2017T3	5,36
01 Andalucía	Gasto total	Variación anual	2017T2	21,01
01 Andalucía	Gasto total	Variación anual	2017T1	-6,22
01 Andalucía	Gasto total	Variación anual	2016T4	-3,66
01 Andalucía	Gasto total	Variación anual	2016T3	6,62
01 Andalucía	Gasto total	Variación anual	2016T2	-3,51
01 Andalucía	Gasto total	Variación anual	2016T1	20,17
01 Andalucía	Gasto total	Variación anual	2015T4	""
01 Andalucía	Gasto total	Variación anual	2015T3	""
01 Andalucía	Gasto total	Variación anual	2015T2	""
01 Andalucía	Gasto total	Variación anual	2015T1	""
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2023T4	29,99
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2023T3	29,61
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2023T2	47,36
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2023T1	58,26
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2022T4	42,89
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2022T3	44,92
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2022T2	102,61
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2022T1	211,99
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2021T4	46,13
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2021T3	28,52
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2021T2	-13,61
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2021T1	-68,81
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2020T4	-53,42
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2020T3	-46,54
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2020T2	-49,39
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2020T1	-17,32
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2019T4	3,48
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2019T3	-3,25
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2019T2	-4,36
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2019T1	1,98
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2018T4	7,52
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2018T3	8,05
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2018T2	7,13
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2018T1	21,39
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2017T4	6,04
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2017T3	6,8
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2017T2	8,23
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2017T1	-6,22
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2016T4	4,32
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2016T3	6,47
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2016T2	6,33
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2016T1	20,17
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2015T4	""
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2015T3	""
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2015T2	""
01 Andalucía	Gasto total	Variación anual del acumulado en lo que va de año	2015T1	""
01 Andalucía	Gasto medio por persona	Valor absoluto	2023T4	277,53
01 Andalucía	Gasto medio por persona	Valor absoluto	2023T3	345,52
01 Andalucía	Gasto medio por persona	Valor absoluto	2023T2	236,35
01 Andalucía	Gasto medio por persona	Valor absoluto	2023T1	258,25
01 Andalucía	Gasto medio por persona	Valor absoluto	2022T4	244,21
01 Andalucía	Gasto medio por persona	Valor absoluto	2022T3	328,89
01 Andalucía	Gasto medio por persona	Valor absoluto	2022T2	203,9
01 Andalucía	Gasto medio por persona	Valor absoluto	2022T1	198,67
01 Andalucía	Gasto medio por persona	Valor absoluto	2021T4	182,65
01 Andalucía	Gasto medio por persona	Valor absoluto	2021T3	250,18
01 Andalucía	Gasto medio por persona	Valor absoluto	2021T2	143,46
01 Andalucía	Gasto medio por persona	Valor absoluto	2021T1	138,63
01 Andalucía	Gasto medio por persona	Valor absoluto	2020T4	156,43
01 Andalucía	Gasto medio por persona	Valor absoluto	2020T3	188,66
01 Andalucía	Gasto medio por persona	Valor absoluto	2020T2	133,13
01 Andalucía	Gasto medio por persona	Valor absoluto	2020T1	203,65
01 Andalucía	Gasto medio por persona	Valor absoluto	2019T4	239,94
01 Andalucía	Gasto medio por persona	Valor absoluto	2019T3	262,68
01 Andalucía	Gasto medio por persona	Valor absoluto	2019T2	183,97
01 Andalucía	Gasto medio por persona	Valor absoluto	2019T1	176,41
01 Andalucía	Gasto medio por persona	Valor absoluto	2018T4	195,07
01 Andalucía	Gasto medio por persona	Valor absoluto	2018T3	253,7
01 Andalucía	Gasto medio por persona	Valor absoluto	2018T2	186,76
01 Andalucía	Gasto medio por persona	Valor absoluto	2018T1	180,54
01 Andalucía	Gasto medio por persona	Valor absoluto	2017T4	188,08
01 Andalucía	Gasto medio por persona	Valor absoluto	2017T3	232,61
01 Andalucía	Gasto medio por persona	Valor absoluto	2017T2	193,19
01 Andalucía	Gasto medio por persona	Valor absoluto	2017T1	163,23
01 Andalucía	Gasto medio por persona	Valor absoluto	2016T4	190,47
01 Andalucía	Gasto medio por persona	Valor absoluto	2016T3	223,42
01 Andalucía	Gasto medio por persona	Valor absoluto	2016T2	165,79
01 Andalucía	Gasto medio por persona	Valor absoluto	2016T1	173,55
01 Andalucía	Gasto medio por persona	Valor absoluto	2015T4	193,21
01 Andalucía	Gasto medio por persona	Valor absoluto	2015T3	221,76
01 Andalucía	Gasto medio por persona	Valor absoluto	2015T2	169,35
01 Andalucía	Gasto medio por persona	Valor absoluto	2015T1	182,97
01 Andalucía	Gasto medio por persona	Distribución porcentual	2023T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2023T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2023T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2023T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2022T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2022T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2022T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2022T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2021T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2021T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2021T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2021T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2020T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2020T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2020T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2020T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2019T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2019T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2019T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2019T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2018T4	""
