Provincias	Residencia	Meses	Total
Palmas, Las	Residentes en España	Total	3,94
Palmas, Las	Residentes en España	Enero	3,91
Palmas, Las	Residentes en España	Febrero	3,25
Palmas, Las	Residentes en España	Marzo	3,53
Palmas, Las	Residentes en España	Abril	3,44
Palmas, Las	Residentes en España	Mayo	3,38
Palmas, Las	Residentes en España	Junio	3,68
Palmas, Las	Residentes en España	Julio	4,38
Palmas, Las	Residentes en España	Agosto	4,88
Palmas, Las	Residentes en España	Septiembre	4,29
Palmas, Las	Residentes en España	Octubre	3,86
Palmas, Las	Residentes en España	Noviembre	3,77
Palmas, Las	Residentes en España	Diciembre	3,73
Palmas, Las	No residentes en España	Total	7,63
Palmas, Las	No residentes en España	Enero	8,16
Palmas, Las	No residentes en España	Febrero	6,81
Palmas, Las	No residentes en España	Marzo	7,54
Palmas, Las	No residentes en España	Abril	7,23
Palmas, Las	No residentes en España	Mayo	7,49
Palmas, Las	No residentes en España	Junio	7,89
Palmas, Las	No residentes en España	Julio	7,94
Palmas, Las	No residentes en España	Agosto	8,3
Palmas, Las	No residentes en España	Septiembre	8,18
Palmas, Las	No residentes en España	Octubre	7,29
Palmas, Las	No residentes en España	Noviembre	7,69
Palmas, Las	No residentes en España	Diciembre	7,2
Pontevedra	Total	Total	2,27
Pontevedra	Total	Enero	1,97
Pontevedra	Total	Febrero	1,86
Pontevedra	Total	Marzo	2,11
Pontevedra	Total	Abril	2,03
Pontevedra	Total	Mayo	1,97
Pontevedra	Total	Junio	2,2
Pontevedra	Total	Julio	2,57
Pontevedra	Total	Agosto	2,72
Pontevedra	Total	Septiembre	2,27
Pontevedra	Total	Octubre	2,27
Pontevedra	Total	Noviembre	2,15
Pontevedra	Total	Diciembre	1,77
Pontevedra	Residentes en España	Total	2,45
Pontevedra	Residentes en España	Enero	1,87
Pontevedra	Residentes en España	Febrero	1,86
Pontevedra	Residentes en España	Marzo	2,13
Pontevedra	Residentes en España	Abril	2,19
Pontevedra	Residentes en España	Mayo	2,22
Pontevedra	Residentes en España	Junio	2,41
Pontevedra	Residentes en España	Julio	2,75
Pontevedra	Residentes en España	Agosto	2,89
Pontevedra	Residentes en España	Septiembre	2,63
Pontevedra	Residentes en España	Octubre	2,46
Pontevedra	Residentes en España	Noviembre	2,21
Pontevedra	Residentes en España	Diciembre	1,84
Pontevedra	No residentes en España	Total	1,75
Pontevedra	No residentes en España	Enero	2,63
Pontevedra	No residentes en España	Febrero	1,87
Pontevedra	No residentes en España	Marzo	2,05
Pontevedra	No residentes en España	Abril	1,58
Pontevedra	No residentes en España	Mayo	1,5
Pontevedra	No residentes en España	Junio	1,68
Pontevedra	No residentes en España	Julio	1,91
Pontevedra	No residentes en España	Agosto	2,1
Pontevedra	No residentes en España	Septiembre	1,54
Pontevedra	No residentes en España	Octubre	1,78
Pontevedra	No residentes en España	Noviembre	1,85
Pontevedra	No residentes en España	Diciembre	1,53
Rioja, La	Total	Total	1,74
Rioja, La	Total	Enero	1,65
Rioja, La	Total	Febrero	1,65
Rioja, La	Total	Marzo	1,72
Rioja, La	Total	Abril	1,74
Rioja, La	Total	Mayo	1,65
Rioja, La	Total	Junio	1,71
Rioja, La	Total	Julio	1,72
Rioja, La	Total	Agosto	1,79
Rioja, La	Total	Septiembre	1,74
Rioja, La	Total	Octubre	1,81
Rioja, La	Total	Noviembre	1,74
Rioja, La	Total	Diciembre	1,83
Rioja, La	Residentes en España	Total	1,77
Rioja, La	Residentes en España	Enero	1,62
Rioja, La	Residentes en España	Febrero	1,63
Rioja, La	Residentes en España	Marzo	1,7
Rioja, La	Residentes en España	Abril	1,79
Rioja, La	Residentes en España	Mayo	1,74
Rioja, La	Residentes en España	Junio	1,75
Rioja, La	Residentes en España	Julio	1,74
Rioja, La	Residentes en España	Agosto	1,84
Rioja, La	Residentes en España	Septiembre	1,8
Rioja, La	Residentes en España	Octubre	1,83
Rioja, La	Residentes en España	Noviembre	1,73
Rioja, La	Residentes en España	Diciembre	1,84
Rioja, La	No residentes en España	Total	1,62
Rioja, La	No residentes en España	Enero	1,85
Rioja, La	No residentes en España	Febrero	1,81
Rioja, La	No residentes en España	Marzo	1,82
Rioja, La	No residentes en España	Abril	1,53
Rioja, La	No residentes en España	Mayo	1,47
Rioja, La	No residentes en España	Junio	1,63
Rioja, La	No residentes en España	Julio	1,63
Rioja, La	No residentes en España	Agosto	1,58
Rioja, La	No residentes en España	Septiembre	1,6
Rioja, La	No residentes en España	Octubre	1,7
Rioja, La	No residentes en España	Noviembre	1,78
Rioja, La	No residentes en España	Diciembre	1,79
Salamanca	Total	Total	1,72
Salamanca	Total	Enero	1,72
Salamanca	Total	Febrero	1,73
Salamanca	Total	Marzo	1,87
Salamanca	Total	Abril	1,76
Salamanca	Total	Mayo	1,77
Salamanca	Total	Junio	1,72
Salamanca	Total	Julio	1,54
Salamanca	Total	Agosto	1,62
Salamanca	Total	Septiembre	1,72
Salamanca	Total	Octubre	1,78
Salamanca	Total	Noviembre	1,93
Salamanca	Total	Diciembre	1,72
Salamanca	Residentes en España	Total	1,8
Salamanca	Residentes en España	Enero	1,76
Salamanca	Residentes en España	Febrero	1,78
Salamanca	Residentes en España	Marzo	1,95
Salamanca	Residentes en España	Abril	1,82
Salamanca	Residentes en España	Mayo	1,84
Salamanca	Residentes en España	Junio	1,79
Salamanca	Residentes en España	Julio	1,57
Salamanca	Residentes en España	Agosto	1,66
Salamanca	Residentes en España	Septiembre	1,8
Salamanca	Residentes en España	Octubre	1,9
Salamanca	Residentes en España	Noviembre	2,06
Salamanca	Residentes en España	Diciembre	1,79
Salamanca	No residentes en España	Total	1,55
Salamanca	No residentes en España	Enero	1,57
Salamanca	No residentes en España	Febrero	1,51
Salamanca	No residentes en España	Marzo	1,61
Salamanca	No residentes en España	Abril	1,55
Salamanca	No residentes en España	Mayo	1,61
Salamanca	No residentes en España	Junio	1,56
Salamanca	No residentes en España	Julio	1,48
Salamanca	No residentes en España	Agosto	1,56
Salamanca	No residentes en España	Septiembre	1,56
Salamanca	No residentes en España	Octubre	1,5
Salamanca	No residentes en España	Noviembre	1,57
Salamanca	No residentes en España	Diciembre	1,53
Santa Cruz de Tenerife	Total	Total	6,07
Santa Cruz de Tenerife	Total	Enero	6,63
Santa Cruz de Tenerife	Total	Febrero	5,94
Santa Cruz de Tenerife	Total	Marzo	6,29
Santa Cruz de Tenerife	Total	Abril	5,94
Santa Cruz de Tenerife	Total	Mayo	5,79
Santa Cruz de Tenerife	Total	Junio	5,87
Santa Cruz de Tenerife	Total	Julio	5,89
Santa Cruz de Tenerife	Total	Agosto	6,32
Santa Cruz de Tenerife	Total	Septiembre	6,16
Santa Cruz de Tenerife	Total	Octubre	6,01
Santa Cruz de Tenerife	Total	Noviembre	6,31
Santa Cruz de Tenerife	Total	Diciembre	5,89
Santa Cruz de Tenerife	Residentes en España	Total	3,78
Santa Cruz de Tenerife	Residentes en España	Enero	4,23
Santa Cruz de Tenerife	Residentes en España	Febrero	3,7
Santa Cruz de Tenerife	Residentes en España	Marzo	3,9
Santa Cruz de Tenerife	Residentes en España	Abril	3,77
Santa Cruz de Tenerife	Residentes en España	Mayo	3,56
Santa Cruz de Tenerife	Residentes en España	Junio	3,56
Santa Cruz de Tenerife	Residentes en España	Julio	3,72
Santa Cruz de Tenerife	Residentes en España	Agosto	4,27
Santa Cruz de Tenerife	Residentes en España	Septiembre	3,71
Santa Cruz de Tenerife	Residentes en España	Octubre	3,62
Santa Cruz de Tenerife	Residentes en España	Noviembre	3,58
Santa Cruz de Tenerife	Residentes en España	Diciembre	3,72
Santa Cruz de Tenerife	No residentes en España	Total	6,97
Santa Cruz de Tenerife	No residentes en España	Enero	7,26
Santa Cruz de Tenerife	No residentes en España	Febrero	6,55
Santa Cruz de Tenerife	No residentes en España	Marzo	6,94
Santa Cruz de Tenerife	No residentes en España	Abril	6,75
Santa Cruz de Tenerife	No residentes en España	Mayo	6,86
Santa Cruz de Tenerife	No residentes en España	Junio	7,05
Santa Cruz de Tenerife	No residentes en España	Julio	7,1
Santa Cruz de Tenerife	No residentes en España	Agosto	7,48
Santa Cruz de Tenerife	No residentes en España	Septiembre	7,39
Santa Cruz de Tenerife	No residentes en España	Octubre	6,85
Santa Cruz de Tenerife	No residentes en España	Noviembre	7,12
Santa Cruz de Tenerife	No residentes en España	Diciembre	6,51
Segovia	Total	Total	1,88
Segovia	Total	Enero	2,02
Segovia	Total	Febrero	2,05
Segovia	Total	Marzo	2,08
Segovia	Total	Abril	2
Segovia	Total	Mayo	2,01
Segovia	Total	Junio	1,65
Segovia	Total	Julio	1,68
Segovia	Total	Agosto	1,76
Segovia	Total	Septiembre	1,86
Segovia	Total	Octubre	1,93
Segovia	Total	Noviembre	1,89
Segovia	Total	Diciembre	1,94
Segovia	Residentes en España	Total	1,76
Segovia	Residentes en España	Enero	1,69
Segovia	Residentes en España	Febrero	1,85
Segovia	Residentes en España	Marzo	1,85
Segovia	Residentes en España	Abril	1,86
Segovia	Residentes en España	Mayo	1,84
Segovia	Residentes en España	Junio	1,62
Segovia	Residentes en España	Julio	1,71
Segovia	Residentes en España	Agosto	1,77
Segovia	Residentes en España	Septiembre	1,72
Segovia	Residentes en España	Octubre	1,76
Segovia	Residentes en España	Noviembre	1,7
Segovia	Residentes en España	Diciembre	1,78
Segovia	No residentes en España	Total	2,46
Segovia	No residentes en España	Enero	4,45
Segovia	No residentes en España	Febrero	3,82
Segovia	No residentes en España	Marzo	3,74
Segovia	No residentes en España	Abril	2,69
Segovia	No residentes en España	Mayo	2,61
Segovia	No residentes en España	Junio	1,8
Segovia	No residentes en España	Julio	1,55
Segovia	No residentes en España	Agosto	1,69
Segovia	No residentes en España	Septiembre	2,33
Segovia	No residentes en España	Octubre	2,67
Segovia	No residentes en España	Noviembre	3,13
Segovia	No residentes en España	Diciembre	3,22
Sevilla	Total	Total	2
Sevilla	Total	Enero	1,88
Sevilla	Total	Febrero	1,96
Sevilla	Total	Marzo	2,05
Sevilla	Total	Abril	2,11
Sevilla	Total	Mayo	2,04
Sevilla	Total	Junio	1,95
Sevilla	Total	Julio	1,91
Sevilla	Total	Agosto	2
Sevilla	Total	Septiembre	1,96
Sevilla	Total	Octubre	2,01
Sevilla	Total	Noviembre	2,06
Sevilla	Total	Diciembre	1,99
Sevilla	Residentes en España	Total	1,76
Sevilla	Residentes en España	Enero	1,68
Sevilla	Residentes en España	Febrero	1,73
Sevilla	Residentes en España	Marzo	1,78
Sevilla	Residentes en España	Abril	1,9
Sevilla	Residentes en España	Mayo	1,81
Sevilla	Residentes en España	Junio	1,69
Sevilla	Residentes en España	Julio	1,63
Sevilla	Residentes en España	Agosto	1,72
Sevilla	Residentes en España	Septiembre	1,69
Sevilla	Residentes en España	Octubre	1,81
Sevilla	Residentes en España	Noviembre	1,85
Sevilla	Residentes en España	Diciembre	1,84
Sevilla	No residentes en España	Total	2,28
Sevilla	No residentes en España	Enero	2,28
Sevilla	No residentes en España	Febrero	2,38
Sevilla	No residentes en España	Marzo	2,43
Sevilla	No residentes en España	Abril	2,36
Sevilla	No residentes en España	Mayo	2,26
Sevilla	No residentes en España	Junio	2,28
Sevilla	No residentes en España	Julio	2,23
Sevilla	No residentes en España	Agosto	2,25
Sevilla	No residentes en España	Septiembre	2,23
Sevilla	No residentes en España	Octubre	2,21
Sevilla	No residentes en España	Noviembre	2,37
Sevilla	No residentes en España	Diciembre	2,21
Soria	Total	Total	1,9
Soria	Total	Enero	2,07
Soria	Total	Febrero	1,95
Soria	Total	Marzo	2
Soria	Total	Abril	1,9
Soria	Total	Mayo	1,93
Soria	Total	Junio	1,88
Soria	Total	Julio	1,72
Soria	Total	Agosto	1,94
Soria	Total	Septiembre	1,71
Soria	Total	Octubre	1,92
Soria	Total	Noviembre	1,97
Soria	Total	Diciembre	2,07
Soria	Residentes en España	Total	1,92
Soria	Residentes en España	Enero	2,08
Soria	Residentes en España	Febrero	1,97
Soria	Residentes en España	Marzo	1,98
Soria	Residentes en España	Abril	1,93
Soria	Residentes en España	Mayo	1,95
Soria	Residentes en España	Junio	1,84
Soria	Residentes en España	Julio	1,74
Soria	Residentes en España	Agosto	1,97
Soria	Residentes en España	Septiembre	1,71
Soria	Residentes en España	Octubre	1,96
Soria	Residentes en España	Noviembre	1,98
Soria	Residentes en España	Diciembre	2,09
Soria	No residentes en España	Total	1,7
Soria	No residentes en España	Enero	1,88
Soria	No residentes en España	Febrero	1,62
Soria	No residentes en España	Marzo	2,35
Soria	No residentes en España	Abril	1,45
Soria	No residentes en España	Mayo	1,72
Soria	No residentes en España	Junio	2,23
Soria	No residentes en España	Julio	1,59
Soria	No residentes en España	Agosto	1,52
Soria	No residentes en España	Septiembre	1,65
Soria	No residentes en España	Octubre	1,46
Soria	No residentes en España	Noviembre	1,82
Soria	No residentes en España	Diciembre	1,56
Tarragona	Total	Total	3,21
Tarragona	Total	Enero	1,59
Tarragona	Total	Febrero	1,71
Tarragona	Total	Marzo	1,93
Tarragona	Total	Abril	2,49
Tarragona	Total	Mayo	2,77
Tarragona	Total	Junio	3,1
Tarragona	Total	Julio	3,71
Tarragona	Total	Agosto	4,21
Tarragona	Total	Septiembre	3,74
Tarragona	Total	Octubre	2,94
Tarragona	Total	Noviembre	1,73
Tarragona	Total	Diciembre	1,57
Tarragona	Residentes en España	Total	2,53
Tarragona	Residentes en España	Enero	1,57
Tarragona	Residentes en España	Febrero	1,65
Tarragona	Residentes en España	Marzo	1,97
Tarragona	Residentes en España	Abril	2,38
Tarragona	Residentes en España	Mayo	2,22
Tarragona	Residentes en España	Junio	2,45
Tarragona	Residentes en España	Julio	3,04
Tarragona	Residentes en España	Agosto	3,37
Tarragona	Residentes en España	Septiembre	2,62
Tarragona	Residentes en España	Octubre	2,11
Tarragona	Residentes en España	Noviembre	1,59
Tarragona	Residentes en España	Diciembre	1,51
Tarragona	No residentes en España	Total	4,32
Tarragona	No residentes en España	Enero	1,64
Tarragona	No residentes en España	Febrero	1,92
Tarragona	No residentes en España	Marzo	1,81
Tarragona	No residentes en España	Abril	2,76
Tarragona	No residentes en España	Mayo	3,56
Tarragona	No residentes en España	Junio	4,52
Tarragona	No residentes en España	Julio	4,63
Tarragona	No residentes en España	Agosto	5,25
Tarragona	No residentes en España	Septiembre	5,17
Tarragona	No residentes en España	Octubre	4,07
Tarragona	No residentes en España	Noviembre	2,04
Tarragona	No residentes en España	Diciembre	1,82
Teruel	Total	Total	1,92
Teruel	Total	Enero	1,84
Teruel	Total	Febrero	1,82
Teruel	Total	Marzo	1,88
Teruel	Total	Abril	1,97
Teruel	Total	Mayo	1,93
Teruel	Total	Junio	1,8
Teruel	Total	Julio	1,95
Teruel	Total	Agosto	2,02
Teruel	Total	Septiembre	1,89
Teruel	Total	Octubre	1,94
Teruel	Total	Noviembre	1,92
Teruel	Total	Diciembre	1,96
Teruel	Residentes en España	Total	1,91
Teruel	Residentes en España	Enero	1,78
Teruel	Residentes en España	Febrero	1,82
Teruel	Residentes en España	Marzo	1,87
Teruel	Residentes en España	Abril	1,95
Teruel	Residentes en España	Mayo	1,95
Teruel	Residentes en España	Junio	1,79
Teruel	Residentes en España	Julio	1,95
Teruel	Residentes en España	Agosto	2,04
Teruel	Residentes en España	Septiembre	1,87
Teruel	Residentes en España	Octubre	1,93
Teruel	Residentes en España	Noviembre	1,88
Teruel	Residentes en España	Diciembre	1,94
Teruel	No residentes en España	Total	1,99
Teruel	No residentes en España	Enero	2,44
Teruel	No residentes en España	Febrero	1,83
Teruel	No residentes en España	Marzo	2,02
Teruel	No residentes en España	Abril	2,17
Teruel	No residentes en España	Mayo	1,85
Teruel	No residentes en España	Junio	1,85
Teruel	No residentes en España	Julio	1,9
Teruel	No residentes en España	Agosto	1,84
Teruel	No residentes en España	Septiembre	2
Teruel	No residentes en España	Octubre	1,96
Teruel	No residentes en España	Noviembre	2,24
Teruel	No residentes en España	Diciembre	2,17
Toledo	Total	Total	1,66
Toledo	Total	Enero	1,64
Toledo	Total	Febrero	1,65
Toledo	Total	Marzo	1,72
Toledo	Total	Abril	1,71
Toledo	Total	Mayo	1,66
Toledo	Total	Junio	1,61
Toledo	Total	Julio	1,57
Toledo	Total	Agosto	1,65
Toledo	Total	Septiembre	1,66
Toledo	Total	Octubre	1,69
Toledo	Total	Noviembre	1,67
Toledo	Total	Diciembre	1,67
Toledo	Residentes en España	Total	1,59
Toledo	Residentes en España	Enero	1,59
Toledo	Residentes en España	Febrero	1,62
Toledo	Residentes en España	Marzo	1,62
Toledo	Residentes en España	Abril	1,65
Toledo	Residentes en España	Mayo	1,56
Toledo	Residentes en España	Junio	1,55
Toledo	Residentes en España	Julio	1,52
Toledo	Residentes en España	Agosto	1,63
Toledo	Residentes en España	Septiembre	1,6
Toledo	Residentes en España	Octubre	1,6
Toledo	Residentes en España	Noviembre	1,58
Toledo	Residentes en España	Diciembre	1,61
Toledo	No residentes en España	Total	1,89
Toledo	No residentes en España	Enero	1,94
Toledo	No residentes en España	Febrero	1,82
Toledo	No residentes en España	Marzo	2,07
Toledo	No residentes en España	Abril	1,97
Toledo	No residentes en España	Mayo	2,02
Toledo	No residentes en España	Junio	1,83
Toledo	No residentes en España	Julio	1,72
Toledo	No residentes en España	Agosto	1,73
Toledo	No residentes en España	Septiembre	1,87
Toledo	No residentes en España	Octubre	1,98
Toledo	No residentes en España	Noviembre	2
Toledo	No residentes en España	Diciembre	1,87
Valencia/València	Total	Total	2,34
Valencia/València	Total	Enero	1,99
Valencia/València	Total	Febrero	1,95
Valencia/València	Total	Marzo	2,13
Valencia/València	Total	Abril	2,36
Valencia/València	Total	Mayo	2,37
Valencia/València	Total	Junio	2,37
Valencia/València	Total	Julio	2,55
Valencia/València	Total	Agosto	2,8
Valencia/València	Total	Septiembre	2,53
Valencia/València	Total	Octubre	2,2
Valencia/València	Total	Noviembre	2,07
Valencia/València	Total	Diciembre	2,11
Valencia/València	Residentes en España	Total	2,15
Valencia/València	Residentes en España	Enero	1,71
Valencia/València	Residentes en España	Febrero	1,72
Valencia/València	Residentes en España	Marzo	1,9
Valencia/València	Residentes en España	Abril	2,16
Valencia/València	Residentes en España	Mayo	2,14
Valencia/València	Residentes en España	Junio	2,2
Valencia/València	Residentes en España	Julio	2,51
Valencia/València	Residentes en España	Agosto	2,81
Valencia/València	Residentes en España	Septiembre	2,34
Valencia/València	Residentes en España	Octubre	1,93
Valencia/València	Residentes en España	Noviembre	1,86
Valencia/València	Residentes en España	Diciembre	1,83
Valencia/València	No residentes en España	Total	2,62
Valencia/València	No residentes en España	Enero	2,53
Valencia/València	No residentes en España	Febrero	2,41
Valencia/València	No residentes en España	Marzo	2,53
Valencia/València	No residentes en España	Abril	2,67
Valencia/València	No residentes en España	Mayo	2,68
Valencia/València	No residentes en España	Junio	2,65
Valencia/València	No residentes en España	Julio	2,61
Valencia/València	No residentes en España	Agosto	2,79
Valencia/València	No residentes en España	Septiembre	2,78
Valencia/València	No residentes en España	Octubre	2,51
Valencia/València	No residentes en España	Noviembre	2,38
Valencia/València	No residentes en España	Diciembre	2,56
Valladolid	Total	Total	1,67
Valladolid	Total	Enero	1,67
Valladolid	Total	Febrero	1,59
Valladolid	Total	Marzo	1,67
Valladolid	Total	Abril	1,7
Valladolid	Total	Mayo	1,67
Valladolid	Total	Junio	1,69
Valladolid	Total	Julio	1,62
Valladolid	Total	Agosto	1,6
Valladolid	Total	Septiembre	1,69
Valladolid	Total	Octubre	1,7
Valladolid	Total	Noviembre	1,7
Valladolid	Total	Diciembre	1,8
Valladolid	Residentes en España	Total	1,68
Valladolid	Residentes en España	Enero	1,69
Valladolid	Residentes en España	Febrero	1,59
Valladolid	Residentes en España	Marzo	1,64
Valladolid	Residentes en España	Abril	1,69
Valladolid	Residentes en España	Mayo	1,63
Valladolid	Residentes en España	Junio	1,67
Valladolid	Residentes en España	Julio	1,63
Valladolid	Residentes en España	Agosto	1,74
Valladolid	Residentes en España	Septiembre	1,7
Valladolid	Residentes en España	Octubre	1,68
Valladolid	Residentes en España	Noviembre	1,69
Valladolid	Residentes en España	Diciembre	1,82
Valladolid	No residentes en España	Total	1,63
Valladolid	No residentes en España	Enero	1,53
Valladolid	No residentes en España	Febrero	1,63
Valladolid	No residentes en España	Marzo	1,83
Valladolid	No residentes en España	Abril	1,76
Valladolid	No residentes en España	Mayo	1,85
Valladolid	No residentes en España	Junio	1,81
Valladolid	No residentes en España	Julio	1,58
Valladolid	No residentes en España	Agosto	1,31
Valladolid	No residentes en España	Septiembre	1,64
Valladolid	No residentes en España	Octubre	1,79
Valladolid	No residentes en España	Noviembre	1,77
Valladolid	No residentes en España	Diciembre	1,63
Zamora	Total	Total	1,64
Zamora	Total	Enero	1,56
Zamora	Total	Febrero	1,63
Zamora	Total	Marzo	1,68
Zamora	Total	Abril	1,73
Zamora	Total	Mayo	1,64
Zamora	Total	Junio	1,67
Zamora	Total	Julio	1,65
Zamora	Total	Agosto	1,65
Zamora	Total	Septiembre	1,64
Zamora	Total	Octubre	1,62
Zamora	Total	Noviembre	1,63
Zamora	Total	Diciembre	1,54
Zamora	Residentes en España	Total	1,66
Zamora	Residentes en España	Enero	1,58
Zamora	Residentes en España	Febrero	1,65
Zamora	Residentes en España	Marzo	1,71
Zamora	Residentes en España	Abril	1,78
Zamora	Residentes en España	Mayo	1,67
Zamora	Residentes en España	Junio	1,68
Zamora	Residentes en España	Julio	1,66
Zamora	Residentes en España	Agosto	1,65
Zamora	Residentes en España	Septiembre	1,63
Zamora	Residentes en España	Octubre	1,64
Zamora	Residentes en España	Noviembre	1,63
Zamora	Residentes en España	Diciembre	1,55
Zamora	No residentes en España	Total	1,55
Zamora	No residentes en España	Enero	1,28
Zamora	No residentes en España	Febrero	1,27
Zamora	No residentes en España	Marzo	1,34
Zamora	No residentes en España	Abril	1,29
Zamora	No residentes en España	Mayo	1,54
Zamora	No residentes en España	Junio	1,56
Zamora	No residentes en España	Julio	1,59
Zamora	No residentes en España	Agosto	1,7
Zamora	No residentes en España	Septiembre	1,76
Zamora	No residentes en España	Octubre	1,47
Zamora	No residentes en España	Noviembre	1,63
Zamora	No residentes en España	Diciembre	1,41
Zaragoza	Total	Total	1,82
Zaragoza	Total	Enero	1,74
Zaragoza	Total	Febrero	1,72
Zaragoza	Total	Marzo	1,89
Zaragoza	Total	Abril	1,87
Zaragoza	Total	Mayo	1,88
Zaragoza	Total	Junio	1,81
Zaragoza	Total	Julio	1,81
Zaragoza	Total	Agosto	1,74
Zaragoza	Total	Septiembre	1,86
Zaragoza	Total	Octubre	1,89
Zaragoza	Total	Noviembre	1,86
Zaragoza	Total	Diciembre	1,72
Zaragoza	Residentes en España	Total	1,77
Zaragoza	Residentes en España	Enero	1,72
Zaragoza	Residentes en España	Febrero	1,67
Zaragoza	Residentes en España	Marzo	1,81
Zaragoza	Residentes en España	Abril	1,8
Zaragoza	Residentes en España	Mayo	1,81
Zaragoza	Residentes en España	Junio	1,76
Zaragoza	Residentes en España	Julio	1,78
Zaragoza	Residentes en España	Agosto	1,73
Zaragoza	Residentes en España	Septiembre	1,81
Zaragoza	Residentes en España	Octubre	1,85
Zaragoza	Residentes en España	Noviembre	1,8
Zaragoza	Residentes en España	Diciembre	1,68
Zaragoza	No residentes en España	Total	1,98
Zaragoza	No residentes en España	Enero	1,84
Zaragoza	No residentes en España	Febrero	1,91
Zaragoza	No residentes en España	Marzo	2,24
Zaragoza	No residentes en España	Abril	2,16
Zaragoza	No residentes en España	Mayo	2,08
Zaragoza	No residentes en España	Junio	2
Zaragoza	No residentes en España	Julio	1,88
Zaragoza	No residentes en España	Agosto	1,75
Zaragoza	No residentes en España	Septiembre	1,98
Zaragoza	No residentes en España	Octubre	2,02
Zaragoza	No residentes en España	Noviembre	2,14
Zaragoza	No residentes en España	Diciembre	1,93
Ceuta	Total	Total	2,22
Ceuta	Total	Enero	2,44
Ceuta	Total	Febrero	2,17
Ceuta	Total	Marzo	2,47
Ceuta	Total	Abril	2,29
Ceuta	Total	Mayo	2,44
Ceuta	Total	Junio	2,3
Ceuta	Total	Julio	2,22
Ceuta	Total	Agosto	2,22
Ceuta	Total	Septiembre	2,27
Ceuta	Total	Octubre	2,15
Ceuta	Total	Noviembre	1,99
Ceuta	Total	Diciembre	1,97
Ceuta	Residentes en España	Total	2,25
Ceuta	Residentes en España	Enero	2,5
Ceuta	Residentes en España	Febrero	2,24
Ceuta	Residentes en España	Marzo	2,42
Ceuta	Residentes en España	Abril	2,29
Ceuta	Residentes en España	Mayo	2,39
Ceuta	Residentes en España	Junio	2,26
Ceuta	Residentes en España	Julio	2,16
Ceuta	Residentes en España	Agosto	2,27
Ceuta	Residentes en España	Septiembre	2,38
Ceuta	Residentes en España	Octubre	2,18
Ceuta	Residentes en España	Noviembre	2,04
Ceuta	Residentes en España	Diciembre	2,04
Ceuta	No residentes en España	Total	2,14
Ceuta	No residentes en España	Enero	1,51
Ceuta	No residentes en España	Febrero	1,32
Ceuta	No residentes en España	Marzo	3,23
Ceuta	No residentes en España	Abril	2,29
Ceuta	No residentes en España	Mayo	2,75
Ceuta	No residentes en España	Junio	2,46
Ceuta	No residentes en España	Julio	2,39
Ceuta	No residentes en España	Agosto	2,11
Ceuta	No residentes en España	Septiembre	1,97
Ceuta	No residentes en España	Octubre	2,06
Ceuta	No residentes en España	Noviembre	1,85
Ceuta	No residentes en España	Diciembre	1,8
Melilla	Total	Total	2,27
Melilla	Total	Enero	2,38
Melilla	Total	Febrero	2,33
Melilla	Total	Marzo	2,44
Melilla	Total	Abril	2,47
Melilla	Total	Mayo	2,17
Melilla	Total	Junio	2,29
Melilla	Total	Julio	2,23
Melilla	Total	Agosto	2,23
Melilla	Total	Septiembre	2,17
Melilla	Total	Octubre	2,32
Melilla	Total	Noviembre	2,19
Melilla	Total	Diciembre	2,16
Melilla	Residentes en España	Total	2,41
Melilla	Residentes en España	Enero	2,43
Melilla	Residentes en España	Febrero	2,39
Melilla	Residentes en España	Marzo	2,57
Melilla	Residentes en España	Abril	2,44
Melilla	Residentes en España	Mayo	2,23
Melilla	Residentes en España	Junio	2,41
Melilla	Residentes en España	Julio	2,55
Melilla	Residentes en España	Agosto	2,83
Melilla	Residentes en España	Septiembre	2,23
Melilla	Residentes en España	Octubre	2,45
Melilla	Residentes en España	Noviembre	2,28
Melilla	Residentes en España	Diciembre	2,3
Melilla	No residentes en España	Total	1,76
Melilla	No residentes en España	Enero	2,04
Melilla	No residentes en España	Febrero	1,86
Melilla	No residentes en España	Marzo	1,87
Melilla	No residentes en España	Abril	2,63
Melilla	No residentes en España	Mayo	1,96
Melilla	No residentes en España	Junio	1,6
Melilla	No residentes en España	Julio	1,78
Melilla	No residentes en España	Agosto	1,49
Melilla	No residentes en España	Septiembre	1,89
Melilla	No residentes en España	Octubre	1,77
Melilla	No residentes en España	Noviembre	1,71
Melilla	No residentes en España	Diciembre	1,55
